0.0,-3.3671988388963427
1.0,-3.34561657966276
2.0,-3.462553928043576
3.0,-3.466499133221646
4.0,-3.3737222872092616
5.0,-3.344382192458397
6.0,-3.6086643895849875
7.0,-3.483241898192432
8.0,-3.415986116942463
9.0,-3.242090163824969
10.0,-2.7288648864168863
11.0,-2.821748825543068
12.0,-3.3332756466180626
13.0,-2.805890753700737
14.0,-2.1510205984653794
15.0,-2.432360100956089
16.0,-2.7715993356347326
17.0,-2.590348094582623
18.0,-2.518932612156732
19.0,-2.4100979305916326
20.0,-2.9421908923225146
21.0,-3.277443930019672
22.0,-3.2267890123415555
23.0,-2.85826044917701
24.0,-2.2879202344576015
25.0,-2.222553716199968
26.0,-2.3398907167155585
27.0,-2.372549481709825
28.0,-2.4304188489221588
29.0,-3.041086027981237
30.0,-3.2505908630952263
31.0,-3.32131891187953
32.0,-3.4604620879175627
33.0,-3.4669616904765235
34.0,-3.4200290528040114
35.0,-3.361700616858684
36.0,-3.306415283955289
37.0,-2.5638237082108617
38.0,-2.366137633762605
39.0,-2.485812282407437
40.0,-2.5114481336164545
41.0,-2.649194811366101
42.0,-3.2757721192430154
43.0,-3.2238521391411723
44.0,-3.3366585897787218
45.0,-3.338501943892311
46.0,-3.4114218715736797
47.0,-3.354089497086761
48.0,-3.281339308662041
49.0,-3.245763808408242
50.0,-2.7664250592832786
51.0,-3.2909168656295833
52.0,-3.2817731559812273
53.0,-3.1111895653370993
54.0,-3.2702491947234194
55.0,-3.3324398631017402
56.0,-3.413436117241531
57.0,-3.1903530585642557
58.0,-2.9434512250933267
59.0,-2.949495772911291
60.0,-3.149245073984389
61.0,-3.2484467553921377
62.0,-3.321250276914384
63.0,-2.4604392376292026
64.0,-2.476672221540298
65.0,-2.480349507426922
66.0,-2.6745051565136464
67.0,-2.8425522245978527
68.0,-2.4996666597706962
69.0,-2.532226301020387
70.0,-2.4413333298235784
71.0,-2.6360774480797318
72.0,-3.5392071213994996
73.0,-3.57119342150429
74.0,-3.5959280640549878
75.0,-3.152187993085022
76.0,-3.0500863509048486
77.0,-2.5072036942755176
78.0,-2.425938623949719
79.0,-2.3000517733261177
80.0,-2.4546999051093508
81.0,-3.0249854901340996
82.0,-3.3403903649758604
83.0,-3.5066852625523097
84.0,-3.318504576995565
85.0,-3.297043042982409
86.0,-3.3413681019695787
87.0,-3.626089578268534
88.0,-3.285365782414601
89.0,-3.266563783270726
90.0,-3.3719328923433523
91.0,-3.191478672383937
92.0,-2.9628482702768224
93.0,-2.3347799494213177
94.0,-2.5126038198361584
95.0,-3.200152982731197
96.0,-3.3509020157147233
97.0,-3.5117019791205166
98.0,-3.4267452396928775
99.0,-3.3413162912471535
100.0,-3.4461549484657326
101.0,-3.432543888364421
102.0,-3.4454377017697198
103.0,-3.1911049427710623
104.0,-2.80054576224245
105.0,-3.2557115237340213
106.0,-3.2820665824696107
107.0,-3.350574543726225
108.0,-3.235068382254326
109.0,-2.737458112352556
110.0,-2.702500558539782
111.0,-2.5911037729215423
112.0,-2.3814943144747076
113.0,-2.4263780732948135
114.0,-2.3386757944882675
115.0,-2.434396152989734
116.0,-2.438842750998333
117.0,-2.2338689532965645
118.0,-2.173679446158644
119.0,-2.2779314045598085
120.0,-2.316039565677329
121.0,-2.3412487424506025
122.0,-2.2736953161555675
123.0,-2.4046935679474473
124.0,-2.497823203531425
125.0,-2.3134312324229995
126.0,-2.5365088350656606
127.0,-2.6711961462675617
128.0,-2.59930298413758
129.0,-2.4538214880385567
130.0,-2.351363037208216
131.0,-2.0902723684905595
132.0,-2.3040528636178124
133.0,-2.3647076431036567
134.0,-1.9306796285939072
135.0,-1.852311393771629
136.0,-2.266875613130537
137.0,-2.3717432936647356
138.0,-2.3715286341189312
139.0,-2.201589693839992
140.0,-2.0383240536633593
141.0,-2.2945918292366514
142.0,-2.413283862268372
143.0,-1.6370917021910145
144.0,-2.2447397842878445
145.0,-2.077936789243836
146.0,-2.221783185894992
147.0,-2.4668763094756514
148.0,-2.287057709133478
149.0,-2.474536067619397
150.0,-2.5323064314201247
151.0,-2.296729569700233
152.0,-2.5868554689139955
153.0,-2.600843163097693
154.0,-2.7070718735676564
155.0,-3.056516149597087
156.0,-3.347316761552179
157.0,-3.2084676933023957
158.0,-2.92389274837808
159.0,-2.5162277411483274
160.0,-2.1503075667297935
161.0,-1.9387428334630386
162.0,-2.199209349384205
163.0,-2.426490115738943
164.0,-2.931918209864648
165.0,-2.946428853083603
166.0,-2.9065902440959235
167.0,-3.276829325315589
168.0,-3.2431994110498863
169.0,-3.2648677698929305
170.0,-3.3566382523976017
171.0,-3.106041977178961
172.0,-3.3159808677645515
173.0,-3.6099616573338835
174.0,-3.399522743458647
175.0,-3.943158435741111
176.0,-4.333898356450163
177.0,-3.4646033631601085
178.0,-3.3630618159924097
179.0,-3.7703103872803467
180.0,-3.639335257457219
181.0,-3.7189271119885916
182.0,-3.393761644020401
183.0,-3.324820105018375
184.0,-2.9489252701642954
185.0,-3.3923957634261797
186.0,-4.212791552060253
187.0,-3.5307475662464185
188.0,-3.2987808355850348
189.0,-3.363314167974636
190.0,-3.5521309265524224
191.0,-3.3799489905266
192.0,-3.3520802518809205
193.0,-3.0359606615912753
194.0,-3.329456727175625
195.0,-3.87806989114074
196.0,-3.809010978527226
197.0,-3.4350487907560137
198.0,-3.449964791581465
199.0,-3.3369165889256465
200.0,-3.164779123142921
201.0,-3.273510003732895
202.0,-3.488644881138157
203.0,-3.315762078502189
204.0,-2.628592754592205
205.0,-2.3070553253246544
206.0,-1.6908662746067193
207.0,-1.4026674880921064
208.0,-1.6905291780648213
209.0,-2.3398596182777283
210.0,-2.4195917634104944
211.0,-2.3540098068914403
212.0,-2.3666961025627415
213.0,-2.272618095429948
214.0,-2.4467736850793926
215.0,-2.4591524805728113
216.0,-2.4700589485031514
217.0,-2.4666949597061603
218.0,-2.504179985985843
219.0,-2.362443493416663
220.0,-3.132879164685619
221.0,-2.983038359955003
222.0,-2.4679754610609734
223.0,-2.15671901081339
224.0,-1.4987366588871964
225.0,-1.4254211644605448
226.0,-2.1526597131975223
227.0,-2.436075538149339
228.0,-2.4230870243923164
229.0,-2.5151970159519124
230.0,-2.7490265846622606
231.0,-2.643345408184473
232.0,-2.3715906151581976
233.0,-2.653135859835288
234.0,-2.9759026306297756
235.0,-2.457603837764168
236.0,-3.3065149484218637
237.0,-3.333939976965439
238.0,-3.180312200643016
239.0,-3.2513203460458726
240.0,-2.67372044532749
241.0,-2.4231238521023215
242.0,-2.34097955061668
243.0,-2.3088957474518566
